country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 1,Feb 2,Feb 3,Feb 4,Feb 5,Feb 6,Feb 7,Feb 8,Feb 9,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20
Georgia,Europe,https://cdn.countryflags.com/thumbs/georgia/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","",0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
Germany,Europe,https://cdn.countryflags.com/thumbs/germany/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,5.0,8.0,12.0,13.0,13.0,13.0,43.0,45.0,67.0,94.0,126.0,149.0,198.0,253.0,325.0,389.0,455.0,583.0,732.0,872.0,1017.0,1158.0,1342.0,1434.0,1607.0,1861.0,2107.0,2373.0,2544.0,2673.0,2799.0,2969.0,3254.0,3569.0,3868.0,4110.0,4294.0,4404.0,4598.0,4879.0,5094.0,5321.0,5500.0,5640.0,5750.0,5913.0,6115.0,6288.0,6288.0,6575.0,6649.0,6692.0,6831.0,6996.0,7119.0,7266.0,7369.0,7395.0,7417.0,7533.0,7634.0,7723.0,7824.0,7881.0,7914.0,7935.0,8007.0,8090.0
Ghana,Africa,https://cdn.countryflags.com/thumbs/ghana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,22.0,22.0,22.0,22.0,24.0,24.0,28.0,29.0,29.0,29.0,31.0
Gibraltar,Europe,https://image.flaticon.com/icons/svg/197/197451.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,Europe,https://cdn.countryflags.com/thumbs/greece/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,8.0,13.0,15.0,17.0,20.0,22.0,26.0,28.0,32.0,38.0,43.0,49.0,50.0,53.0,59.0,68.0,73.0,79.0,81.0,83.0,86.0,90.0,93.0,98.0,99.0,101.0,102.0,105.0,105.0,105.0,110.0,116.0,121.0,121.0,125.0,130.0,130.0,130.0,136.0,136.0,139.0,140.0,140.0,143.0,144.0,146.0,146.0,147.0,148.0,150.0,151.0,151.0,151.0,152.0,155.0,156.0,160.0,162.0,163.0,165.0,165.0
Greenland,North America,https://image.flaticon.com/icons/svg/197/197453.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guatemala/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,13.0,15.0,15.0,16.0,16.0,16.0,16.0,17.0,17.0,19.0,19.0,21.0,23.0,24.0,24.0,26.0,26.0,27.0,29.0,29.0,30.0,33.0,35.0,38.0,43.0
Guinea,Africa,https://cdn.countryflags.com/thumbs/guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,14.0,15.0,16.0,16.0,16.0,18.0
Guinea-Bissau,Africa,https://cdn.countryflags.com/thumbs/guinea-bissau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0
Guyana,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guyana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Haiti,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/haiti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,11.0,12.0,12.0,12.0,12.0,12.0,15.0,16.0,18.0,18.0,20.0,20.0,20.0,20.0,21.0,22.0
Honduras,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/honduras/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"",0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,7.0,10.0,14.0,15.0,15.0,22.0,22.0,22.0,22.0,23.0,23.0,24.0,25.0,25.0,26.0,31.0,35.0,41.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,59.0,61.0,61.0,66.0,71.0,75.0,75.0,76.0,82.0,82.0,93.0,99.0,105.0,107.0,108.0,108.0,116.0,121.0,123.0,133.0,134.0,138.0,142.0,146.0,147.0
Hong Kong,Asia & the Pacific,https://pakhockey.org/wp-content/uploads/2017/10/1e54cad04d668d5ef5c9356a15cbd328.png,"","","","","","","","","","",0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","",""
Hungary,Europe,https://cdn.countryflags.com/thumbs/hungary/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,8.0,10.0,10.0,10.0,11.0,13.0,15.0,16.0,20.0,21.0,26.0,32.0,34.0,38.0,47.0,58.0,66.0,77.0,85.0,99.0,109.0,122.0,134.0,142.0,156.0,172.0,189.0,199.0,213.0,225.0,225.0,250.0,262.0,272.0,280.0,291.0,300.0,312.0,323.0,335.0,340.0,351.0,363.0,373.0,383.0,392.0,405.0,413.0,421.0,425.0,430.0,436.0,442.0,448.0,451.0,462.0,467.0,470.0
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,9.0,9.0,13.0,17.0,19.0,25.0,29.0,32.0,35.0,50.0,56.0,68.0,77.0,109.0,114.0,149.0,166.0,199.0,239.0,273.0,308.0,339.0,377.0,414.0,437.0,480.0,507.0,543.0,590.0,640.0,681.0,718.0,775.0,824.0,872.0,934.0,1007.0,1074.0,1147.0,1218.0,1301.0,1373.0,1568.0,1694.0,1783.0,1886.0,1981.0,2109.0,2206.0,2293.0,2415.0,2549.0,2649.0,2752.0,2872.0,3029.0,3163.0,3303.0
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","",0.0,"",0.0,"",0.0,1.0,"",4.0,4.0,5.0,5.0,5.0,5.0,19.0,25.0,38.0,48.0,49.0,55.0,58.0,78.0,87.0,102.0,114.0,122.0,136.0,157.0,170.0,181.0,191.0,198.0,209.0,221.0,240.0,280.0,306.0,327.0,373.0,399.0,459.0,469.0,496.0,520.0,535.0,582.0,590.0,616.0,635.0,647.0,689.0,720.0,743.0,765.0,773.0,784.0,792.0,800.0,831.0,845.0,864.0,872.0,895.0,930.0,943.0,959.0,973.0,991.0,1007.0,1028.0,1043.0,1076.0,1089.0,1148.0,1191.0,1221.0
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,8.0,12.0,15.0,19.0,26.0,34.0,43.0,54.0,66.0,77.0,92.0,107.0,124.0,145.0,194.0,237.0,291.0,354.0,429.0,514.0,611.0,724.0,853.0,988.0,1135.0,1284.0,1433.0,1556.0,1685.0,1812.0,1934.0,2077.0,2234.0,2378.0,2517.0,2640.0,2757.0,2898.0,3036.0,3160.0,3160.0,3452.0,3603.0,3739.0,3872.0,3993.0,4110.0,4232.0,4357.0,4474.0,4585.0,4683.0,4777.0,4869.0,4958.0,5031.0,5118.0,5209.0,5297.0,5391.0,5481.0,5574.0,5650.0,5710.0,5806.0,5877.0,5957.0,6028.0,6091.0,6156.0,6203.0,6277.0,6340.0,6418.0,6486.0,6541.0,6589.0,6640.0,6685.0,6733.0,6783.0,6854.0,6902.0,6937.0,6988.0,7057.0,7119.0
Iraq,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iraq/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"",2.0,6.0,"",6.0,8.0,8.0,9.0,9.0,9.0,9.0,11.0,12.0,12.0,14.0,17.0,20.0,23.0,27.0,29.0,36.0,40.0,42.0,42.0,46.0,50.0,50.0,54.0,54.0,56.0,61.0,64.0,64.0,69.0,69.0,70.0,72.0,76.0,78.0,78.0,79.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,83.0,86.0,86.0,87.0,88.0,88.0,92.0,93.0,94.0,95.0,97.0,98.0,102.0,102.0,102.0,104.0,107.0,109.0,110.0,112.0,115.0,115.0,117.0,121.0,123.0,127.0,131.0
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,6.0,7.0,9.0,19.0,22.0,36.0,46.0,54.0,71.0,85.0,98.0,120.0,137.0,158.0,174.0,210.0,235.0,263.0,287.0,320.0,334.0,365.0,406.0,444.0,486.0,530.0,571.0,610.0,687.0,730.0,769.0,794.0,829.0,1063.0,1087.0,1102.0,1159.0,1190.0,1232.0,1265.0,1265.0,1303.0,1319.0,1339.0,1375.0,1403.0,1429.0,1446.0,1458.0,1467.0,1488.0,1497.0,1506.0,1518.0,1533.0,1543.0,1547.0,1561.0
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,10.0,12.0,15.0,17.0,20.0,21.0,34.0,39.0,46.0,49.0,57.0,65.0,71.0,86.0,95.0,101.0,103.0,116.0,123.0,130.0,142.0,151.0,164.0,172.0,177.0,184.0,191.0,193.0,194.0,199.0,199.0,202.0,208.0,215.0,222.0,225.0,229.0,232.0,235.0,238.0,239.0,240.0,245.0,247.0,252.0,258.0,260.0,264.0,265.0,266.0,268.0,272.0,272.0,277.0
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,11.0,12.0,17.0,21.0,29.0,35.0,52.0,80.0,107.0,148.0,197.0,233.0,366.0,464.0,631.0,827.0,1016.0,1268.0,1441.0,1811.0,2158.0,2505.0,2978.0,3407.0,4032.0,4827.0,5476.0,6077.0,6820.0,7505.0,8165.0,9136.0,10023.0,10781.0,11591.0,12430.0,13157.0,13917.0,14681.0,15362.0,15889.0,16525.0,17129.0,17669.0,18281.0,18851.0,19470.0,19901.0,20465.0,21069.0,21647.0,22172.0,22747.0,23227.0,23660.0,24114.0,24648.0,25085.0,25549.0,25969.0,26384.0,26644.0,26977.0,27359.0,27682.0,27967.0,28236.0,28710.0,28884.0,29079.0,29315.0,29684.0,29958.0,30201.0,30395.0,30560.0,30739.0,30911.0,31106.0,31368.0,31610.0,31763.0,31908.0,32007.0,32169.0
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,12.0,15.0,19.0,21.0,22.0,24.0,28.0,28.0,29.0,33.0,35.0,36.0,41.0,42.0,43.0,45.0,46.0,49.0,52.0,54.0,56.0,56.0,57.0,63.0,69.0,70.0,73.0,80.0,80.0,81.0,85.0,88.0,98.0,102.0,109.0,119.0,136.0,148.0,154.0,161.0,171.0,186.0,186.0,287.0,317.0,334.0,348.0,351.0,376.0,389.0,415.0,432.0,458.0,492.0,510.0,521.0,543.0,551.0,557.0,601.0,613.0,621.0,643.0,668.0,687.0,710.0,725.0,744.0,749.0,763.0,771.0
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","","",0.0,"","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,6.0,6.0,7.0,9.0,10.0,10.0,10.0,14.0,14.0,16.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,27.0,29.0,29.0,30.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,34.0,34.0,34.0,35.0,35.0
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,17.0,21.0,22.0,24.0,24.0,24.0,26.0,29.0,29.0,30.0,32.0,33.0,36.0,40.0,42.0,45.0,50.0,50.0,50.0,50.0
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","",0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,6.0,7.0,9.0,11.0,13.0,14.0,15.0,19.0,20.0,22.0,23.0,24.0,26.0,30.0,33.0,38.0,40.0,40.0,42.0,44.0,47.0,49.0,58.0,65.0,75.0,82.0,88.0,96.0,107.0,112.0,118.0,121.0
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0
