country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21
Sri Lanka,Asia & the Pacific,https://cdn.countryflags.com/thumbs/sri-lanka/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","","","","","","",1.0,1.0,3.0,5.0,8.0,10.0,13.0,0.0,11.0,13.0,12.0,9.0,10.0,5.0,0.0,4.0,0.0,9.0,5.0,0.0,2.0,21.0,5.0,3.0,8.0,7.0,12.0,7.0,4.0,1.0,7.0,2.0,11.0,8.0,15.0,4.0,1.0,6.0,10.0,41.0,9.0
Sudan,Africa,https://cdn.countryflags.com/thumbs/sudan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,10.0,3.0,0.0,0.0,0.0,34.0,0.0,26.0
Suriname,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/suriname/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","",0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swaziland,Africa,https://cdn.countryflags.com/thumbs/swaziland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0
Sweden,Europe,https://cdn.countryflags.com/thumbs/sweden/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,9.0,11.0,26.0,76.0,24.0,42.0,45.0,78.0,136.0,158.0,155.0,149.0,108.0,89.0,46.0,134.0,122.0,200.0,123.0,160.0,110.0,256.0,238.0,296.0,240.0,401.0,253.0,328.0,407.0,512.0,519.0,612.0,365.0,387.0,376.0,487.0,726.0,722.0,544.0,466.0,332.0,465.0,497.0,482.0,613.0,676.0,606.0,563.0,392.0
Switzerland,Europe,https://cdn.countryflags.com/thumbs/switzerland/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,6.0,6.0,6.0,7.0,20.0,30.0,122.0,55.0,68.0,42.0,116.0,152.0,212.0,267.0,238.0,841.0,0.0,450.0,360.0,878.0,952.0,1237.0,894.0,1044.0,774.0,925.0,1000.0,1390.0,1048.0,1122.0,1138.0,696.0,962.0,1124.0,1033.0,974.0,821.0,552.0,590.0,546.0,785.0,733.0,592.0,400.0,279.0,254.0,583.0,315.0,346.0,325.0,336.0,168.0
Syria,Asia & the Pacific,https://cdn.countryflags.com/thumbs/syria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,1.0,0.0
Taiwan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/taiwan/flag-button-round-250.png,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,"",2.0,1.0,0.0,0.0,"",3.0,0.0,1.0,4.0,6.0,0.0,8.0,10.0,31.0,0.0,27.0,18.0,12.0,30.0,21.0,19.0,17.0,15.0,16.0,23.0,0.0,16.0,17.0,0.0,16.0,8.0,0.0,10.0,3.0,3.0,1.0,0.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,3.0,22.0,2.0
Tajikistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tajikistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tanzania,Africa,https://cdn.countryflags.com/thumbs/tanzania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,14.0,7.0,35.0,6.0,53.0,1.0,22.0,0.0
Thailand,Asia & the Pacific,https://cdn.countryflags.com/thumbs/thailand/flag-button-round-250.png,0.0,2.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,"","",4.0,"",3.0,"","","",9.0,11.0,"",12.0,0.0,32.0,63.0,0.0,0.0,35.0,154.0,233.0,122.0,106.0,107.0,111.0,91.0,0.0,109.0,143.0,263.0,0.0,120.0,104.0,103.0,191.0,51.0,38.0,111.0,54.0,50.0,45.0,33.0,28.0,34.0,30.0,29.0,28.0,0.0,33.0,32.0,27.0
Timor,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197410.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,0.0,0.0,1.0,3.0
Togo,Africa,https://cdn.countryflags.com/thumbs/togo/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,3.0,0.0,5.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,14.0,7.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0
Tonga,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tonga/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Trinidad & Tobago,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/trinidad-and-tobago/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,40.0,1.0,1.0,6.0,3.0,5.0,1.0,8.0,4.0,7.0,2.0,2.0,8.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tunisia,Africa,https://cdn.countryflags.com/thumbs/tunisia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","","",1.0,3.0,2.0,6.0,3.0,0.0,2.0,2.0,4.0,5.0,10.0,15.0,6.0,15.0,14.0,25.0,59.0,0.0,54.0,0.0,51.0,34.0,50.0,32.0,61.0,0.0,40.0,58.0,21.0,22.0,27.0,20.0,28.0,14.0,22.0,19.0,21.0,33.0,42.0,42.0,2.0,13.0,5.0
Turkey,Asia & the Pacific,https://cdn.countryflags.com/thumbs/turkey/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,"","",16.0,29.0,51.0,93.0,168.0,311.0,277.0,289.0,293.0,343.0,561.0,1196.0,2069.0,1704.0,1815.0,1610.0,2704.0,2148.0,2456.0,2786.0,3013.0,3135.0,3148.0,3892.0,4117.0,4056.0,4747.0,5138.0,4789.0,4093.0,4062.0,4281.0,4801.0,4353.0,3783.0,3977.0,4674.0
Turkmenistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/turkmenistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tuvalu,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tuvalu/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Uganda,Africa,https://cdn.countryflags.com/thumbs/uganda/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,8.0,0.0,5.0,0.0,0.0,16.0,3.0,0.0,11.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Ukraine,Europe,https://cdn.countryflags.com/thumbs/ukraine/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","","","","",2.0,"","",0.0,2.0,9.0,5.0,7.0,0.0,15.0,6.0,26.0,11.0,29.0,43.0,62.0,93.0,107.0,62.0,69.0,245.0,10.0,183.0,109.0,155.0,68.0,143.0,206.0,224.0,311.0,308.0,266.0,325.0,270.0,789.0,301.0,644.0,343.0,261.0,415.0
United Arab Emirates,Asia & the Pacific,https://cdn.countryflags.com/thumbs/united-arab-emirates/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,"",6.0,"",2.0,"",16.0,"",14.0,15.0,"",11.0,"",0.0,1.0,12.0,15.0,0.0,27.0,0.0,13.0,0.0,45.0,50.0,85.0,0.0,72.0,63.0,0.0,143.0,53.0,0.0,360.0,0.0,481.0,294.0,277.0,283.0,300.0,331.0,370.0,376.0,387.0,398.0,412.0,432.0,460.0,0.0,477.0,479.0,484.0
United Kingdom,Europe,https://cdn.countryflags.com/thumbs/united-kingdom/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,5.0,13.0,4.0,11.0,34.0,30.0,48.0,43.0,67.0,48.0,52.0,83.0,134.0,117.0,433.0,251.0,152.0,407.0,680.0,647.0,706.0,1035.0,665.0,967.0,1427.0,1452.0,2129.0,2885.0,2546.0,2433.0,2619.0,3009.0,4324.0,4244.0,4450.0,3735.0,5903.0,3802.0,3634.0,5491.0,4344.0,5195.0,8719.0,5288.0,4342.0,5252.0,4603.0,4617.0,5599.0,5525.0,5850.0,4676.0
United States,North America,https://cdn.countryflags.com/thumbs/united-states-of-america/flag-button-round-250.png,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,18.0,0.0,6.0,1.0,6.0,3.0,20.0,14.0,22.0,34.0,74.0,105.0,95.0,121.0,200.0,271.0,287.0,351.0,511.0,777.0,823.0,887.0,1766.0,2988.0,4835.0,5374.0,7123.0,8459.0,11236.0,8789.0,13963.0,16797.0,18695.0,19979.0,18360.0,21595.0,24998.0,27103.0,28819.0,32425.0,34272.0,25398.0,30561.0,30613.0,33323.0,33901.0,35527.0,28391.0,27620.0,25023.0,26922.0,30148.0,31667.0,30833.0,32922.0,24601.0,28065.0
Uruguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/uruguay/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.0,2.0,21.0,21.0,29.0,15.0,16.0,25.0,23.0,4.0,27.0,28.0,21.0,0.0,66.0,5.0,11.0,18.0,0.0,31.0,17.0,14.0,6.0,9.0,9.0,32.0,17.0,21.0,7.0,11.0,9.0,12.0,6.0,13.0,18.0,18.0,4.0,10.0
Uzbekistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/uzbekistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.0,2.0,8.0,7.0,0.0,10.0,0.0,13.0,3.0,6.0,10.0,18.0,21.0,29.0,12.0,4.0,24.0,14.0,3.0,37.0,39.0,76.0,55.0,107.0,51.0,27.0,42.0,172.0,69.0,133.0,167.0,137.0,78.0,70.0,45.0,70.0,92.0
Vanuatu,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197489.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Vatican,Europe,https://cdn.countryflags.com/thumbs/vatican-city/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Venezuela,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/venezuela/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10.0,5.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,48.0,7.0,15.0,1.0,12.0,0.0,0.0,16.0,0.0,8.0,1.0,0.0,0.0,4.0,11.0,7.0,1.0,4.0,4.0,0.0,6.0,8.0,4.0,4.0,7.0,23.0,0.0,29.0,0.0
Vietnam,Asia & the Pacific,https://cdn.countryflags.com/thumbs/vietnam/flag-button-round-250.png,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","","","",1.0,4.0,9.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,0.0,15.0,9.0,2.0,7.0,24.0,5.0,11.0,14.0,5.0,16.0,54.0,5.0,1.0,0.0,6.0,4.0,0.0,1.0,1.0,4.0,6.0,0.0,4.0,2.0,1.0,4.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0
Yemen,Asia & the Pacific,https://cdn.countryflags.com/thumbs/yemen/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,Africa,https://cdn.countryflags.com/thumbs/zambia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,12.0,1.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,4.0,5.0,4.0,4.0
Zimbabwe,Africa,https://cdn.countryflags.com/thumbs/zimbabwe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0
[WORLD AVERAGE],World,https://webcomicms.net/sites/default/files/clipart/128927/axis-cliparts-128927-7947916.png,153.0,142.0,97.0,266.0,453.0,673.0,797.0,1767.0,1480.0,1756.0,2003.0,2120.0,2608.0,2818.0,3243.0,3907.0,3751.0,3218.0,3442.0,2619.0,2988.0,2565.0,2072.0,15151.0,4215.0,2560.0,2162.0,2067.0,1995.0,1864.0,532.0,996.0,1085.0,1008.0,527.0,793.0,863.0,1106.0,1264.0,1838.0,1823.0,2042.0,1797.0,2212.0,2239.0,2856.0,3961.0,3691.0,3871.0,4537.0,4378.0,6887.0,8356.0,9402.0,11519.0,12644.0,12676.0,14742.0,18313.0,29223.0,28742.0,34119.0,32999.0,39727.0,38919.0,51209.0,59742.0,63965.0,65119.0,58502.0,61791.0,74407.0,76877.0,77586.0,81760.0,86479.0,71281.0,71390.0,74902.0,84930.0,87039.0,89349.0,81707.0,72390.0,66386.0,75233.0,81008.0,84339.0,83324.0,84121.0,74139.0,76037.0
